il_id,veri_id,deger
7,34,0.139030714129968
7,35,0.657779546358934
7,36,0.25
7,37,0.963855421686746
7,38,0.01875
7,39,0.435187882318672
7,40,0.5
7,41,0.0654205607476636
7,42,0.206383588
7,43,0.64704876
7,44,0.239469667
7,45,0.124351995
7,46,0.153703283760297
7,47,0.369209723709646
7,48,0.283868719318773
7,49,0.825395157314629
7,50,0.129139135190369
7,51,0.204332688168881
8,1,0.0097855387453421
8,2,0.0380302095220103
8,3,0.004174879544459
8,4,0.82018927444795
8,5,0.519582245430809
8,6,0.407079646017699
8,7,0.0815899581589958
8,8,0.142857142857143
8,9,0.545454545454545
8,10,0.942578125
8,11,0.5005
8,12,0.266666666666667
8,13,0.0045531303356996
8,14,0
8,15,0.0030458976611857
8,16,0.0055357942097948
8,17,0.288843621691366
8,18,0
8,19,0
8,20,0
8,21,0.0007702106229819
8,22,0.0003463203463203
8,23,0.000692649401599
8,24,0.403081554945542
8,25,0.73160311996686
8,26,0.891861501087549
8,27,0.632763065385517
8,28,0.380898876404494
8,29,0.320648343904158
8,30,0
8,31,0.4
8,32,0.0041779944411266
8,33,0.0097976841837383
8,34,0.145097116407999
8,35,0.908635097493036
8,36,0.75
8,37,0.338955823614457
8,38,0
8,39,0.520535974366443
8,40,0.73
8,41,0.813084112149533
8,42,0.147433242
8,43,0.172626176
8,44,0.015739537
8,45,0.012309549
8,46,0.0262568730667439
8,47,0.00856416932140075
8,48,0.00594319278019324
8,49,0.493407933745144
8,50,0.306662272355622
8,51,0.0162005669501934
9,1,0.190071316855622
9,2,0.388430669310217
9,3,0.0457388852387209
9,4,0.420609884332282
9,5,0.498694516971279
9,6,0.427728613569322
9,7,0.596234309623431
9,8,1
9,9,0
9,10,0.33671875
9,11,0.0687
9,12,0.4
9,13,0.0100757930575699
9,14,0
9,15,0.0232877285469227
9,16,0.0360415537914301
9,17,0.281378614676855
9,18,0.0254629629629629
9,19,0.0197368421052631
9,20,0.0555555555555555
9,21,0.013360191960186
9,22,0.0283982683982683
9,23,0.0106173026845108
9,24,0.274417780926238
9,25,0.0374656156845134
9,26,0.669519573382933
9,27,0.695383173189595
9,28,0.876404494382023
9,29,0.945031712473573
9,30,0.354918483238688
9,31,0.8
9,32,0.0571173965335214
9,33,0.052314907385527
9,34,0.303406468382386
9,35,0.635972940708317
9,36,0
9,37,0.727710843373493
9,38,0.0125
9,39,0.576755024759685
9,40,0.69
9,41,0.878504672897196
9,42,0.231197742
9,43,0.601026518
9,44,1
9,45,0.067635501
9,46,0.105242661124248
9,47,0.0840734624464739
9,48,0.123949934867459
9,49,0.706568221307784
9,50,0.428786573393314
9,51,0.132323977287941
10,1,0.199505734664255
10,2,0.252920099774286
10,3,0.0269827255803766
10,4,0.445846477392219
10,5,0.548302872062663
10,6,0.333333333333333
10,7,0.582845188284519
10,8,0.714285714285714
10,9,0.181818181818182
10,10,0.61640625
10,11,0.3456
10,12,0.533333333333333
10,13,0.0236332308201923
10,14,0.0196078431372549
10,15,0.0229864859210911
10,16,0.0374785046288662
10,17,0.371749514615402
10,18,0.037037037037037
10,19,0
10,20,0.111111111111111
10,21,0.0113457949462333
10,22,0.0232900432900432
10,23,0.0097632075712717
10,24,0.264677233684584
10,25,0.254761185648966
10,26,0.892101709884218
10,27,0.572955237872041
10,28,0.81685393258427
10,29,0.852713178294574
10,30,0.525554130793185
10,31,0.6
10,32,0.0591319494894974
10,33,0.0723465362732445
10,34,0.449084318673941
10,35,0.687173365167794
10,36,0
10,37,0.36144578313253
10,38,0.0375
10,39,0.809787357995922
10,40,0.67
10,41,0.261682242990654
10,42,0.194628976
10,43,0.576047904
10,44,0.158393251
10,45,0.169999572
10,46,0.129321666981979
10,47,0.125998177186316
10,48,0.128781305869044
10,49,0.668199673718349
10,50,0.122089155470918
10,51,0.164331202304328
11,1,0.0406032184278526
11,2,0.0657385688344996
11,3,0.0146155004380201
11,4,0.140904311251314
11,5,0.446475195822454
11,6,0.230088495575221
11,7,0.0313807531380753
11,8,0.428571428571428
11,9,0.256198347107438
11,10,0.71796875
11,11,0.388
11,12,0.2
11,13,0.007244539739695
11,14,0
11,15,0.0076984226601397
11,16,0.0115191632705943
11,17,0.59908333925017
11,18,0.0138888888888888
11,19,0.006578947368421
11,20,0
11,21,0.0034363243179192
11,22,0.0041558441558441
11,23,0.0012832981046431
11,24,0.478615071283096
11,25,0.386977331772663
11,26,0.877260677127668
11,27,0.720178111085071
11,28,0.892134831460674
11,29,0.891472868217054
11,30,0.113024363436527
11,31,0.6
11,32,0.0087744789039594
11,33,0.017850326286514
11,34,0.832133365860188
11,35,0.904098686828492
11,36,0
11,37,0.345381526746988
11,38,0.00625
11,39,0.416545295659773
11,40,0.73
11,41,0.728971962616823
11,42,0.196033471
11,43,0.480923867
11,44,0.007049889
11,45,0.172671717
11,46,0.0148112630932638
11,47,0.0118024640231908
11,48,0.0120286987480483
11,49,0.677738698756049
11,50,0.27422314189051
11,51,0.01480756893212
12,1,0.0668994730875417
12,2,0.0086752173204902
12,3,0.0081649693385895
12,4,0.580441640378549
12,5,0.302872062663185
12,6,0.359882005899705
12,7,0.0460251046025104
12,8,0.571428571428571
12,9,0.289256198347107
12,10,0.439453125
12,11,0.2098
12,12,0.266666666666667
12,13,0.0110242316690214
12,14,0
12,15,0.0088029789548554
12,16,0.0098466467221031
12,17,0.0900844434542245
12,18,0
12,19,0
12,20,0.0555555555555555
12,21,0.0006813401664839
12,22,0.0014718614718614
12,23,0.0000385522198862212
12,24,0.316213583635881
12,25,0.962958429419638
12,26,0.414750240384137
12,27,0.205296461213968
12,28,0.273033707865169
12,29,0.374207188160676
12,30,0.167979483421872
12,31,0
12,32,0.0142532453003432
12,33,0.0246123643502444
12,34,0.0809141485340247
12,35,0.928200026528717
12,36,0
12,37,0.820883534457831
12,38,0
12,39,0.518496941450626
12,40,0.91
12,41,1
12,42,0.176078263
12,43,0.252865697
12,44,0.035060655
12,45,0.004768812
12,46,0.000255854354248928
12,47,0.0123387853679317
12,48,0.0108109506763515
12,49,0.573544454333368
12,50,0.198264046862384
12,51,0.0102362137694759
13,1,0.0670780852881811
13,2,0.0783526568790084
13,3,0.0149679697766097
13,4,0.710830704521556
13,5,0.172323759791123
13,6,0.625368731563422
13,7,0.0322175732217573
13,8,0.428571428571428
13,9,0.528925619834711
13,10,0.623828125
13,11,0
13,12,0
13,13,0.0035648479275561
13,14,0
13,15,0.0060750596209363
13,16,0.0052295587854231
13,17,0.0547474653497829
13,18,0
13,19,0
13,20,0
13,21,0.0008294575939805
13,22,0.0014718614718614
13,23,0.0000683368056316857
13,24,0.331178606216241
13,25,0.815326064161352
13,26,0.298217576665962
13,27,0
13,28,0.198876404494382
13,29,0.125440451021846
13,30,0.218171826341821
13,31,0
13,32,0.0227006666559857
13,33,0.0290658571610346
13,34,0.0584835721394538
13,35,0.94600079586152
13,36,0
13,37,0.853815261686746
13,38,0
13,39,0.562190503932421
13,40,0.93
13,41,0.962616822429907
13,42,0.219958994
13,43,0.152780154
13,44,0.027368887
13,45,0.003007012
13,46,0.0254531395614686
13,47,0.0283469591767807
13,48,0.0123084735374288
13,49,0.650334711971593
13,50,0.520604340161583
13,51,0.00864277881435748
14,1,0.0534136378763987
14,2,0.0331466484189586
14,3,0.0096432873412176
14,4,0.241850683491062
14,5,0.514360313315927
14,6,0.250737463126844
14,7,0.207531380753138
14,8,0.285714285714286
14,9,0.512396694214876
14,10,0.862890625
14,11,0.588
14,12,0.133333333333333
14,13,0.0112265756561433
14,14,0
14,15,0.0163173088992092
14,16,0.0282443287555063
14,17,0.535800939675202
14,18,0.0092592592592592
14,19,0
14,20,0.0555555555555555
14,21,0.0037918061439108
14,22,0.0054545454545454
14,23,0.0015492196291561
14,24,0.508810767732223
14,25,0.463668190502142
14,26,0.95189260210399
14,27,0.720178111085071
14,28,0.81123595505618
14,29,0.866807610993658
14,30,0.227056237406118
14,31,0.8
14,32,0.0155106489827239
14,33,0.017850326286514
14,34,0.636130283005222
14,35,0.813768404297652
14,36,0
14,37,0.356626506024096
14,38,0.01875
14,39,0.38450334983979
14,40,0.77
14,41,0.953271028037383
14,42,0.327879141
14,43,0.339435415
14,44,0.00450934
14,45,0.065079399
14,46,0.0177073491046929
14,47,0.0170044416232886
14,48,0.0264362918034881
14,49,0.646380259395972
14,50,0.178793909191836
14,51,0.0299804129000903
15,1,0.0800145383112077
15,2,0.0655016542827217
15,3,0.0098486092860271
15,4,0.347003154574132
15,5,0.503916449086162
15,6,0.631268436578171
15,7,0.136820083682008
15,8,0.285714285714286
15,9,0.0991735537190082
15,10,0.533984375
15,11,0.0764
15,12,0.533333333333333
15,13,0.0073625086279397
15,14,0
15,15,0.0205849127651562
15,16,0.0201644248663164
15,17,0.329302539669326
15,18,0.0023148148148148
15,19,0
15,20,0.0555555555555555
15,21,0.0039399235714074
15,22,0.0134199134199134
15,23,0.0019520882044014
15,24,0.242273975028779
15,25,0.378131805347362
15,26,0.678093274275286
15,27,0.299367236934614
15,28,0.550561797752809
15,29,0.914728682170543
15,30,0.186023081150394
15,31,0.6
15,32,0.0120735061839842
15,33,0.0114518386563175
15,34,0.318583268387568
15,35,0.854940973603926
15,36,0
15,37,0.925301204819276
15,38,0.00625
15,39,0.451500145645208
15,40,0.77
15,41,0.0654205607476636
15,42,0.204450719
15,43,0.726432849
15,44,0.011116925
15,45,0.044467492
15,46,0.0361578498616747
15,47,0.0103734052501786
15,48,0.0119106434901016
15,49,0.596092807322579
15,50,0.00145738445407812
15,51,0.0279652091006108
16,1,0.154351292130711
16,2,0.550056949038964
16,3,0.102842340122646
16,4,0.140904311251314
16,5,0.522193211488251
16,6,0.126843657817109
16,7,0.418828451882845
16,8,0.428571428571428
16,9,0.28099173553719
16,10,0.7
16,11,0.4835
16,12,0.666666666666667
16,13,0.0369500433008319
16,14,0.0196078431372549
16,15,0.0787163716999288
16,16,0.0633671762738215
16,17,0.535979668934651
16,18,0.319444444444444
16,19,0.210526315789474
16,20,0.111111111111111
16,21,0.141185531889682
16,22,0.23965367965368
16,23,0.099440156906111
16,24,0.651996812184539
16,25,0.576892674925208
16,26,0.823025075416787
16,27,0.572955237872041
16,28,0.965168539325843
16,29,0.924594785059901
16,30,0.435152958417293
16,31,1
16,32,0.179976398820162
16,33,0.225092250922509
16,34,0.764086034969247
16,35,0.829897864438254
16,36,0
16,37,0.295582329638554
16,38,0.1375
16,39,0.51267113311972
16,40,0.53
16,41,0.728971962616823
16,42,0.193214289
16,43,0.312403764
16,44,0.013695231
16,45,0.693602782
16,46,0.172882563431229
16,47,0.183637446770955
16,48,0.210137550547461
16,49,0.742440479249117
16,50,0.364294376573963
16,51,0.263641900451718
17,1,0.152385675168252
17,2,0.344851235314944
17,3,0.0157961016206745
17,4,0.445846477392219
17,5,0.668407310704961
17,6,0.592920353982301
17,7,0.20836820083682
17,8,0.714285714285714
17,9,0.12396694214876
17,10,0.501171875
17,11,0.4738
17,12,0.666666666666667
17,13,0.0104754029008627
17,14,0
17,15,0.0373038784988075
17,16,0.0392216908906739
17,17,0.4788181344093
17,18,0.0046296296296296
17,19,0.006578947368421
17,20,0.0555555555555555
17,21,0.0096868797582723
17,22,0.0129870129870129
17,23,0.0016035982137386
17,24,0.394492163286992
17,25,0.374515293634003
17,26,0.793433523960044
17,27,0.572955237872041
17,28,0.676404494382022
17,29,0.810429880197322
17,30,0.346125664041033
17,31,0.8
17,32,0.0253453026083391
17,33,0.023030919964372
17,34,0.258674847314484
17,35,0.628597957288765
17,36,0
17,37,0.247389558554217
17,38,0.00625
17,39,1
17,40,0.6
17,41,0.261682242990654
17,42,0.236121147
17,43,0.534816082
17,44,0.062321663
17,45,0.261155949
17,46,0.082387040769424
17,47,0.0505109479140324
17,48,0.0469374768033547
17,49,0.70645792179092
17,50,0.180258227847904
17,51,0.0674071740945706
18,1,0.112431701089988
18,2,0.0357669335955119
18,3,0.005115938458169
18,4,0.771819137749737
18,5,0.323759791122715
18,6,0.445427728613569
18,7,0.0627615062761506
18,8,0
18,9,0.487603305785124
18,10,0.7203125
18,11,0.6615
18,12,0.133333333333333
18,13,0.0076914152633772
18,14,0
18,15,0.012802811597841
18,16,0.0100586558620527
18,17,0.331486464319029
18,18,0.0023148148148148
18,19,0
18,20,0.0555555555555555
18,21,0.0006517166809846
18,22,0.0051082251082251
18,23,0.0034979655069384
18,24,0.128043921013017
18,25,0.925883728840683
18,26,0.808190163332164
18,27,0.578298570424186
18,28,0.630337078651685
18,29,0.926708949964764
18,30,0.163857849422971
18,31,0.2
18,32,0.006706337126722
18,33,0.0074164288440913
18,34,0.61197261699413
18,35,0.893885130653933
18,36,0
18,37,0.399196787469879
18,38,0.00625
18,39,0.393242062336149
18,40,0.84
18,41,0.981308411214953
18,42,0.165601889
18,43,0.510521814
18,44,0.002696973
18,45,0.033717259
18,46,0.030265760672355
18,47,0.00842330010743399
18,48,0.00843124777130271
18,49,0.606369020024983
18,50,0.03322214666532
18,51,0.0191715221676287
19,1,0.280976741416172
19,2,0.166337092769854
19,3,0.0104885293473499
19,4,0.71713985278654
19,5,0.315926892950392
19,6,0.548672566371681
19,7,0.203347280334728
19,8,0.428571428571428
19,9,0.388429752066116
19,10,0.767578125
19,11,0.2253
19,12,0.4
19,13,0.0099425897764723
19,14,0
19,15,0.0100246851596167
19,16,0.0116605026972273
19,17,0.185503832885694
19,18,0.0023148148148148
19,19,0
19,20,0.0555555555555555
19,21,0.0068726486358384
19,22,0.0103030303030303
19,23,0.0300270735031682
19,24,0.087487824315948
19,25,0.563111756896192
19,26,0.562029246036272
19,27,0.578298570424186
19,28,0.810112359550562
19,29,0.828752642706131
19,30,0.283934786590951
19,31,0.4
19,32,0.0224241593875184
19,33,0.0330103793648773
19,34,0.273096045612437
19,35,0.911341026661361
19,36,0.25
19,37,0.364658635180723
19,38,0
19,39,0.416545295659773
19,40,0.86
19,41,0.504672897196262
19,42,0.242130592
19,43,0.503849444
19,44,0.001774609
19,45,0.021105445
19,46,0.124134163986873
19,47,0.0288764916437401
19,48,0.0325759738143735
19,49,0.461123661568343
19,50,0.149117834128714
19,51,0.0612648267226549
20,1,0.191387249532492
20,2,0.28964707458372
20,3,0.0262914750328515
20,4,0.420609884332282
20,5,0.480417754569191
20,6,0.300884955752212
20,7,0.244769874476987
20,8,0.428571428571428
20,9,0.12396694214876
20,10,0.427734375
20,11,0.0943
20,12,0.466666666666667
20,13,0.0113882945956577
20,14,0
20,15,0.0197230241412493
20,16,0.0410591034369037
20,17,0.356888054274934
20,18,0.0324074074074074
20,19,0.0723684210526315
20,20,0.111111111111111
20,21,0.01531534200314
20,22,0.0451082251082251
20,23,0.0385988541974063
20,24,0.400159390773045
20,25,0.0887311531594553
20,26,0.785855779671774
20,27,0.299367236934614
20,28,0.726966292134831
20,29,0.851303735024665
20,30,0.359040117237589
20,31,0.8
20,32,0.0551486979297588
20,33,0.0560412993292494
20,34,0.575725323667388
20,35,0.816739620639342
20,36,0
20,37,0.818473895903614
20,38,0.06875
20,39,0.42848820273813
20,40,0.72
20,41,0.878504672897196
20,42,0.22950278
20,43,0.50641574
20,44,0.013457898
20,45,0.199056089
20,46,0.086536373603704
20,47,0.0581654076127081
20,48,0.0709875969205367
20,49,0.613185086904606
20,50,0.179739345915284
20,51,0.0969588531602095
21,1,0.297701197611823
21,2,0.329604479087072
21,3,0.0379914038545773
21,4,0.592429022082019
21,5,0.219321148825065
21,6,0.386430678466077
21,7,0.402510460251046
21,8,0.285714285714286
21,9,0.264462809917355
21,10,0.22421875
21,11,0.2633
21,12,0.4
21,13,0.0085375100048945
21,14,0
21,15,0.0267687544454206
21,16,0.029846175590681
21,17,0.0669304351445381
21,18,0.0092592592592592
21,19,0
21,20,0.0555555555555555
21,21,0.0058654501288621
21,22,0.0145454545454545
21,23,0.0031346629083839
21,24,0.357743735057115
21,25,0.739629293882839
21,26,0.181810609874538
21,27,0.277009608624326
21,28,0.424719101123595
21,29,0.266384778012685
21,30,0.323227697380473
21,31,0
21,32,0.126612429623237
21,33,0.159544107756349
21,34,0.103776497332726
21,35,0.85636025998143
21,36,0.25
21,37,0.506827309879518
21,38,0
21,39,0.419458199825226
21,40,0.92
21,41,0.700934579439253
21,42,0.200545023
21,43,0.14867408
21,44,0.006014251
21,45,0.056946369
21,46,0.496774656654782
21,47,0.0992771542382115
21,48,0.0810174422600628
21,49,0.68738194241853
21,50,0.454709310390916
21,51,0.0691662210362822
22,1,0.180508206206496
22,2,0.292529807867415
22,3,0.0197040626368812
22,4,0.311251314405888
22,5,0.506527415143603
22,6,0.533923303834808
22,7,0.365690376569038
22,8,0.285714285714286
22,9,0.190082644628099
22,10,0.818359375
22,11,0.3977
22,12,0.4
22,13,0.0091355575807315
22,14,0
22,15,0.0207104305259194
22,16,0.0321311629879154
22,17,0.349567499675594
22,18,0
22,19,0
22,20,0.0555555555555555
22,21,0.0037918061439108
22,22,0.0046753246753246
22,23,0.0008901316900121
22,24,0.328964845479501
22,25,0
22,26,0.732164566644046
22,27,0.885868291539723
22,28,0.755056179775281
22,29,0.859055673009161
22,30,0.202234841546071
22,31,0.8
22,32,0.0189900551301904
22,33,0.0175231308963335
22,34,0.256192155990734
22,35,0.757341822522881
22,36,0.75
22,37,0.101204819277108
22,38,0.00625
22,39,0.812700262161375
22,40,0.7
22,41,0.392523364485981
22,42,0.360157305
22,43,0.299059025
22,44,0.00064188
22,45,0.037339614
22,46,0.248380727532106
22,47,0.026072685119968
22,48,0.0276014810274689
22,49,0.593074092211871
22,50,0.219471555990817
22,51,0.0479183579339363
23,1,0.0856385360747984
23,2,0.0924274280325996
23,3,0.019618511826544
23,4,0.580441640378549
23,5,0.488250652741514
23,6,0.365781710914454
23,7,0.127615062761506
23,8,0.428571428571428
23,9,0.446280991735537
23,10,0.323046875
23,11,0.5913
23,12,0.466666666666667
23,13,0.0174070516488886
23,14,0
23,15,0.0375465461696163
23,16,0.0362064497891686
23,17,0.214680772404202
23,18,0.0046296296296296
23,19,0
23,20,0.0555555555555555
23,21,0.0105459608377521
23,22,0.0116883116883116
23,23,0.0022453829985547
23,24,0.399273886478349
23,25,0.576389928936555
23,26,0.518760259514483
23,27,0.205296461213968
23,28,0.467415730337079
23,29,0.471458773784355
23,30,0.239329547536179
23,31,0.4
23,32,0.032633658530926
23,33,0.0565866249795502
23,34,0.237885006055608
23,35,0.949462793473936
23,36,0.25
23,37,0.812048192771084
23,38,0
23,39,0.490241771045732
23,40,0.86
23,41,1
23,42,0.408933384
23,43,0.193669803
23,44,0.100974686
23,45,0.082161944
23,46,0.0376885165609212
23,47,0.0901851496692968
23,48,0.0467377531820339
23,49,0.607514316222695
23,50,0.103132706923041
23,51,0.045676405012626
24,1,0.073861397551386
24,2,0.0531383988802896
24,3,0.0032167104686815
24,4,0.771819137749737
24,5,0.537859007832898
24,6,0.383480825958702
24,7,0.0435146443514644
24,8,0
24,9,0.256198347107438
24,10,0.537109375
24,11,0.3737
24,12,0.2
24,13,0.0089394636009339
24,14,0
24,15,0.0126438224342077
24,16,0.0174789757602883
24,17,0.34230570538073
24,18,0.0023148148148148
24,19,0
24,20,0
24,21,0.0013923038184672
24,22,0.0034632034632034
24,23,0.0003118231305016
24,24,0.31196316302134
24,25,0.673018853997863
24,26,0.743187068444652
24,27,0.632763065385517
24,28,0.504494382022472
24,29,0.515151515151515
24,30,0.257739512731269
24,31,0.4
24,32,0.0110873613803596
24,33,0.0154327159035137
24,34,0.0965011323231298
24,35,0.877888314100013
24,36,0
24,37,0.723694779759036
24,38,0
24,39,0.527235653946985
24,40,0.82
24,41,0.280373831775701
24,42,0.200839523
24,43,0.535329341
24,44,0.031975317
24,45,0.026828967
24,46,0.0220275310288428
24,47,0.0169959555260617
24,48,0.013738882792961
24,49,0.628896186146174
24,50,0.243277700998868
24,51,0.0177313169944984
25,1,0.218766832789902
25,2,0.0399614980593218
25,3,0.0063033837056504
25,4,0.771819137749737
25,5,0.399477806788512
25,6,0.525073746312684
25,7,0.0502092050209205
25,8,0.285714285714286
25,9,0.59504132231405
25,10,0.821484375
